knihy_id;osoby_id;oddeleni_id;Attribute:exemplare_id;poznamka
484;118;4;10213;
348;234;6;10219;
1185;330;2;10223;
810;394;4;10233;
1325;166;3;10237;Poškozená vazba
1387;287;4;10238;
91;440;4;10239;
1256;377;2;10253;
1155;231;6;10256;
370;238;6;10257;
360;94;2;10261;
1248;439;4;10273;K dispozici jen prezenčně
554;473;1;10277;
585;44;6;10287;
503;67;1;10290;
985;91;2;10293;
852;255;1;10294;
1501;24;2;10297;
304;392;6;10298;
384;98;1;10300;
272;99;3;10305;
200;496;1;10311;
1184;230;2;10317;
185;542;4;10329;Vzácná, s věnováním, není určena již určena k půjčování
47;50;3;10335;
1496;445;6;10339;
818;131;3;10349;
1017;536;4;10350;
618;152;5;10358;
210;541;4;10375;
678;166;3;10383;
685;477;1;10397;
669;288;5;10405;
792;207;2;10407;
836;312;4;10410;
1157;28;2;10420;
22;143;4;10425;
1072;494;6;10430;
574;431;2;10432;
438;154;3;10447;
680;472;4;10464;
244;549;4;10477;
32;446;4;10513;
1435;374;1;10525;
1285;460;4;10531;
172;283;2;10543;
371;134;2;10544;
338;129;3;10547;
298;507;4;10557;
1445;336;4;10559;
228;91;2;10561;
467;484;4;10564;
975;392;6;10569;
1330;87;2;10576;
416;324;1;10581;
621;393;3;10582;
254;130;2;10593;
363;520;4;10599;
746;117;3;10600;
1072;217;1;10615;
538;519;2;10618;
270;421;2;10630;
354;446;4;10652;
715;245;2;10653;
652;327;1;10658;
1471;188;1;10671;Vzácná, s věnováním, není určena již určena k půjčování
331;246;4;10680;
56;561;2;10685;
450;283;2;10707;
1045;142;4;10715;
910;234;6;10728;
741;339;2;10741;
880;521;2;10744;
1138;81;4;10747;
1206;484;4;10748;
210;431;2;10751;
1252;521;2;10772;
133;368;3;10776;
410;248;2;10784;
1276;476;2;10799;
1086;110;6;10800;
457;526;1;10816;
957;65;6;10847;
1161;264;6;10851;
1449;413;2;10867;
840;474;2;10874;
764;197;3;10884;
1248;313;3;10888;
172;517;3;10895;
1245;36;6;10898;
1272;494;6;10903;
536;259;2;10905;
688;521;2;10911;
1035;327;1;10913;
1071;458;6;10924;
1484;477;1;10932;
38;230;2;10941;
792;463;2;10943;
572;484;4;10946;
307;81;4;10971;
394;551;1;10972;
1308;469;2;10974;K dispozici jen prezenčně
781;71;1;10978;
789;324;1;10980;
297;130;2;10991;
875;180;3;10995;
984;24;2;11004;
1025;243;3;11009;
1122;484;4;11022;
190;166;3;11028;
855;39;6;11034;
737;278;4;11048;
1529;489;5;11050;
1315;371;2;11051;
166;526;4;11059;
117;573;2;11066;
227;463;4;11074;
460;515;1;11077;
940;165;3;11083;
1424;513;2;11092;
42;27;2;11093;
915;470;2;11097;
1242;399;2;11106;
1529;356;2;11108;
1375;295;6;11115;
92;48;2;11136;K dispozici jen prezenčně
308;513;2;11139;
483;393;3;11140;
812;446;4;11155;
384;293;2;11159;
543;16;6;11162;Chybí některé strany
147;91;2;11165;
506;336;4;11169;
680;276;3;11181;
1112;530;1;11190;
1367;144;6;11194;
432;391;2;11195;
129;385;6;11201;
1317;378;5;11206;
984;154;3;11215;
873;96;2;11220;
1460;129;3;11225;
348;136;1;11231;Zamluvená
1086;234;6;11242;
303;479;4;11253;
211;293;2;11260;
874;377;2;11267;
743;165;3;11274;
670;542;4;11283;
69;401;3;11301;
782;28;2;11305;
533;154;3;11310;
684;145;2;11325;
90;206;3;11332;
508;415;6;11335;
1202;377;3;11338;
214;246;2;11362;
786;118;4;11369;
363;255;1;11390;
380;277;3;11407;
601;542;4;11420;
1172;145;2;11426;
1368;526;4;11429;
208;317;3;11430;
795;327;1;11431;
1529;107;2;11437;
174;402;1;11438;
978;504;1;11441;
1092;98;1;11451;
1433;259;2;11473;
1052;99;3;11481;
1419;383;2;11487;
590;411;3;11488;
925;98;1;11508;
1394;287;4;11522;
1082;415;6;11534;
1358;245;2;11535;
56;472;4;11537;
1087;118;4;11543;
207;125;6;11544;
242;442;1;11545;
1360;206;3;11557;
71;549;6;11579;
554;6;2;11585;
646;195;2;11592;
1507;71;1;11602;
873;142;1;11603;
947;74;2;11607;
768;116;3;11616;
1006;281;5;11626;
989;143;4;11627;
1153;145;2;11661;
1440;392;6;11673;
1325;219;6;11681;
233;540;1;11682;K dispozici jen prezenčně
1295;118;2;11694;
1146;536;4;11696;
1066;413;2;11731;
1248;447;3;11734;Fotokopie originálu
351;69;6;11740;
135;479;4;11745;
1106;517;3;11750;
801;441;3;11764;
145;573;2;11771;
263;515;1;11786;
414;542;4;11792;
730;134;2;11823;
139;113;2;11834;
179;513;2;11847;
1397;44;6;11849;
1426;118;4;11860;
92;415;6;11879;
364;457;3;11909;
1388;479;4;11911;
1170;520;4;11914;
687;306;1;11938;
268;50;3;11941;
715;81;4;11944;
1534;195;2;11945;
902;207;2;11947;
1518;43;3;11964;
746;206;3;11971;
1258;400;3;11973;
1184;144;6;11988;
394;182;4;11994;
244;118;4;11995;
1169;87;2;12003;
346;391;6;12005;
112;377;2;12018;
