id_knihy;isbn;nazev;pocet_stran;rok_vydani;misto_vydani;nakladatel;vydani;druhy_id;jazyky_id;autor;edice
399;0-201-89684-2;Art of computer of programming;762;1997;Boston, MA;Addison-Wesley;;1;2;Knuth, Donald Ervin;
400;0-201-89683-4;Art of computer of programming;650;1997;Boston, MA;Addison-Wesley;3;1;2;Knuth, Donald Ervin;
405;978-80-251-2025-5;Umění programování : Základní algoritmy. . 1. díl.;648;2008;Brno;Computer Press;1;1;1;Knuth, Donald Ervin;
406;80-251-0232-7;Praktická typografie;288;2004;Praha;Computer Press;2;1;1;Kočička, Pavel -- Blažek, Filip;
408;978-3-8365-0803-2;Photo icons;191;2008;Köln;Taschen;;1;2;Koetzle, Michael;Icons
409;3-540-67921-9;Self-organizing maps;501;2001;New York, N.Y.;Springer Verlag;3;1;2;Kohonen, Teuvo;Springer series in information sciences
410;80-251-0391-9;Stavíme si bezdrátovou síť Wi-fi;295;2004;Brno;Computer Press;1;1;1;Köhre, Thomas;
413;978-0-12374017-5;HCI beyond the GUI : design for haptic, speech, olfactory and other nontraditional interfaces;462;2008;Amsterdam;Elsevier/Morgan Kaufmann;;1;2;Kortum, Philip;
414;80-7169-608-0;HTML - tvorba dokonalých WWW stránek : podrobný průvodce;291;1998;Praha;Grada;1;1;1;Kosek, Jiří;Průvodce
416;80-7169-860-1;XML pro každého : podrobný průvodce;163;2000;Praha;Grada;1;1;1;Kosek, Jiří;
417;80-7226-097-9;Elektronická komerce : Principy a praxe;12;1998;Praha;Computer Press;1;1;1;Kosiur, David;Internet
423;80-86419-76-2;Segmentujeme spotřební trhy;145;2005;Praha;Professional Publishing;1;1;1;Koudelka, Jan;
424;80-86815-00-5;Praktický JavaScript;325;2004;Brno;ZONER Press;1;1;1;Kout, Pavel;Encyklopedie webdesignera
426;80-86083-00-4;Informační systémy : Specifikace, realizace, provoz;358;1998;Brno;SCIENCE;1;1;1;Král, Jaroslav;
428;80-7226-101-0;Základy komponentní technologie COM;9;1998;Praha;Computer Press;1;1;1;Kraval, Ilja -- Ivachiv, Pavel;
429;80-7226-047-2;Základy objektově orientovaného programování;251;1998;Praha;Computer Press;1;1;1;Kraval, Ilja;
430;80-247-0812-4;Linux : tipy a triky pro bezpečnost;207;2004;Praha;Grada;1;1;1;Krčmář, Petr;
432;1-56592-697-8;Oracle SQL : The Essential Reference;33;2000;Beijing;O\'Reilly Media, Inc.;1;1;2;Kreines, David C.;
434;80-251-0808-2;PHP : kapesní přehled;107;2006;Brno;Computer Press;1;1;1;Krejčí, Lukáš;
435;80-251-0345-5;Administrace a diagnostika sítí pomocí OpenSource utilit a nástrojů;216;2004;Brno;Computer Press;1;1;1;Kretchmar, James M. -- Dostálek, Libor;
438;80-7079-342-2;Úvod do umělých neuronových sítí;49;1996;Praha;VŠE;1;1;1;Křivan, Miloš;
440;80-86593-06-1;Zvuk na PC : step by step;262;2002;Praha;Mobil Media;1;1;1;Kříž, Miloslav;
441;978-80-251-2195-5;Velký průvodce SEO : jak dosáhnout nejlepších pozic ve vyhledávačích;318;2008;Brno;Computer Press;1;1;1;Kubíček, Michal;
443;80-86223-11-6;Brno: Vývoj města, předměstí a připojených vesnic;664;2000;Praha;Baset;1;1;1;Kuča, Karel;
447;80-7226-816-3;Tipy a triky pro Pocket PC;108;2002;Praha;Computer Press;1;1;1;Kuruc, Jiří -- Janeček, Vladislav;
449;80-901342-2-X;Sbírka úloh z jazyka Pascal;123;1996;České Budějovice;Kopp;1;1;1;Kvoch, Martin -- Jančík, Jaroslav;
450;80-247-1170-2;Perl : kompletní kapesní průvodce programátora;134;2005;Praha;Grada;1;1;1;Kysela, Martin;
452;1-861004-82-6;Expert one-on-one Oracle;1297;2002;Birmingham;Wrox Press;1;1;2;Kyte, Thomas;
454;978-80-251-2108-5;Ajax : hotová řešení;269;2008;Brno;Computer Press;1;1;1;Lacko, Ľuboslav;
456;80-7226-969-0;Databáze: datové sklady, OLAP a dolování dat s příklady v Microsoft SQL Serveru a Oracle;486;2003;Brno;Computer Press;1;1;1;Lacko, Luboslav;
457;80-7226-699-3;Oracle : správa, programování a použití databázového systému;464;2002;Brno;Computer Press;1;1;1;"Lacko, L&#39;uboslav";Rychle a jistě - databáze
459;80-7226-975-5;SQL : pro SQL Server, Oracle a MySQL;298;2003;Brno;Computer Press;1;1;1;Lacko, Luboslav;Hotová řešení
460;80-7226-555-5;Web a databáze : programujeme internetové aplikace;12;2001;Praha;Computer Press;1;1;1;"Lacko, L&#39;uboslav";
464;978-80-251-1542-8;Microsoft Office Outlook 2007 : podrobná uživatelská příručka;342;2007;Brno;Computer Press;1;1;1;Lapáček, Jiří;
467;0-02-368100-4;Management Information Systems : A Contemporary Perspective;749;1988;New York, N.Y.;Macmillan Publishing Company;1;1;2;Laudon, Kenneth C. -- Laudon, Jane Price;
468;80-7226-170-3;Tvorba internetových aplikací v XML;14;1999;Brno;Computer Press;1;1;1;Laurent, Simon St.;
471;80-7226-123-1;Windows NT - Zálohování a obnova dat : Příručka pro správce systémů;9;1998;Praha;Computer Press;1;1;1;Leber, Jody;
472;80-85896-68-0;CD-ROM : Průvodce začátečníka;10;1996;Praha;Computer Press;1;1;1;Leemon, Sheldon;
473;80-7226-616-0;Naučte se Perl : za 21 dní;564;2002;Praha;Computer Press;1;1;1;Lemay, Laura;Rychle a jistě - internet
475;80-7226-172-X;Procesory - architektura, funkce, použití;13;1999;Brno;Computer Press;1;1;1;Ličev, Lačezar -- Morkes, David;Hardware
483;80-7226-361-7;DELPHI v kostce : Pohotová referenční příručka;15;2000;Praha;Computer Press;1;1;1;Lischner, Ray;
484;978-0-4153-1681-1;Local models for spatial analysis;244;2007;Boca Raton;CRC/Taylor & Francis;;1;2;Lloyd, Christopher D;
486;80-7226-635-7;Mistrovství v Oracle : kompletní průvodce tvorbou, správou a údržbou databází;860;2002;Praha;Computer Press;1;1;1;Loney, Kevin -- Theriault, Marlene;
488;0-13-179292-X;Object-Oriented Software Metrics : A Practical Guide;13;1994;Englewood;Prentice Hall Inc.;;1;2;Lorenz, Mark -- Kidd, Jeff;
493;80-86056-63-5;Příručka přežití administrátora INFORMIXU;238;1997;Praha;;1;1;1;Lumbley, Joe;
496;0-300-08898-1;Web style guide: basic design principles for creating web sites;223;2002;New Haven;Yale University Press;;1;2;Lynch, Patrick J. -- Horton, Sarah;
498;0-256-10509-X;Basic Marketing : A Global-Managerial Approach;763;1993;Homewood;Irwin;1;1;2;Mac Carthy, E. Jerome -- Perreault, William D.;
499;80-7226-194-0;Softwarové projekty : Jak dodat kvalitní softwarový produkt včas;15;1999;Praha;Computer Press;1;1;1;Mac Carthy, Jim;
503;80-251-0398-6;Microsoft Office PowerPoint 2003 : podrobná uživatelská příručka;391;2006;Brno;Computer Press;1;1;1;Magera, Ivo;
506;80-85896-48-6;PowerPoint 7.0 - Příručka uživatele;10;1996;Praha;Computer Press;1;1;1;Magera, Ivo -- Valášková, Irena;
507;80-901507-1-3;Základy programování v jazyku INFORMIX-4GL;236;1994;Praha;;1;1;1;Mahler, Paul;
508;978-80-7179-463-9;Prostorově orientované systémy pro podporu manažerského rozhodování;141;2007;Praha;C.H. Beck;1;1;1;Machalová, Jitka;C.H. Beck pro praxi
509;0-387-24435-2;Data mining and knowledge discovery handbook;1383;2005;New York, N.Y.;Springer Verlag;;1;2;Maimon, Oded Z;
512;1-58948-022-8;Mapping our world : GIS Lessons for Educators;23;2002;Redlands, CA;ESRI Press;1;1;2;Malone, Lyn -- Palmer, Anita M.;
513;80-210-1031-2;Kapitoly z metodologie pedagogiky;125;1994;Brno;Masarykova univerzita;;1;1;Maňák, Josef;Spisy Pedagogické fakulty MU v Brně
517;0-13-221906-9;Photography : a cultural history;544;2006;Upper Saddle River, N.J.;Prentice Hall Inc.;2;1;1;Marien, Mary Warner;
520;80-200-0502-1;Umělá inteligence;;1993;Praha;Academia;1;1;1;Mařík, Vladimír -- Lažanský, Jiří a kol.;
522;978-80-210-4556-9;Autorizace elektronických transakcí a autentizace dat i uživatelů;125;2008;Brno;Masarykova univerzita;1;1;1;Matyáš, Vašek -- Krhovják, Jan a kol.;
525;80-251-1240-3;Odhadování softwarových projektů : jak správně určit rozpočet, termín a zdroje;317;2006;Brno;Computer Press;1;1;1;McConnell, Steve;
529;0-02-306425-0;Interactive Computer Applications Package: to accompany R.A.Barnett and M.R.Ziegler\'sApplied Mathematics;179;1989;San Francisco, CA;Dellen Publishing Company;;1;2;Meitler, Carolyn L.;
530;0-8493-8523-7;Handbook of applied cryptography;780;1997;Boca Raton;CRC Press;;1;2;Menezes, A. J -- Vanstone, Scott A;CRC Press series on discrete mathematics and its applications
531;1-58720-060-0;CCNP practical studies: switching : CCNP self-study;958;2004;Indianapolis, IN;Cisco Press;;1;2;Menga, Justin;Cisco Press practical studies series
532;80-251-0181-9;Microsoft Office Outlook 2003 : podrobná uživatelská příručka;378;2004;Brno;Computer Press;1;1;1;Městecký, Petr;
533;978-0-240-81010-2;Creating motion graphics : with after effects;690;2007;Boston, MA;Elsevier;4;1;2;Meyer, Trish -- Meyer, Chris;
535;80-86815-17-X;Eric Meyer o CSS : pokračujeme s kaskádovými styly: profesionálně!;285;2005;Brno;ZONER Press;1;1;1;Meyer, Eric A.;Encyklopedie webdesignera
536;0-73571-245-X;Eric Meyer on CSS : mastering the language of Web design;322;2003;Indianapolis, IN;New Riders;;1;2;Meyer, Eric A.;
538;80-86394-53-0;Internetový obchod pomocí PHP a MySQL;163;2001;Praha;Newsletter;1;1;1;Mihule, Tomáš;
539;978-3-540-32928-2;Adaptive business intelligence;246;2007;Berlin;Springer Verlag;;1;1;Michalewicz, Zbigniew a kol.;
543;80-247-1277-6;Jak zvýšit konkurenceschopnost podniku: konkurenční potenciála dynamika podnikání;198;2005;Praha;Grada;1;1;1;Mikoláš, Zdeněk;
547;80-251-1126-1;Programujeme 3D hry v jazyce C# : [tři kompletní hry od úplných základů];335;2006;Brno;Computer Press;1;1;1;Miller, Tom;
549;80-7169-178-X;PC - velký průvodce hardwarem;978;1996;Praha;Grada;4;1;1;Minasi, Mark;
550;80-7169-006-6;Problémy s Windows a jak na ně;429;1993;Praha;Grada;;1;1;Minasi, Mark;
551;80-247-0326-2;Windows XP Professional;800;2002;Praha;Grada;1;1;1;Minasi, Mark;Profesional
553;0-596-00129-0;Mastering Oracle SQL;321;2002;Beijing;O\'Reilly Media, Inc.;1;1;2;Mishra, Sanjay -- Beaulieu, Alan;
554;0-201-36299-6;The LaTeX companion;1090;2004;Boston, MA;Addison-Wesley;2;1;2;Mittelbach, Frank -- Goossens, Michel a kol.;Addison-Wesley series on tools and techniques for computer typesetting
558;80-247-0087-5;Efektivnost informačních systémů;179;2001;Praha;Grada;2;1;1;Molnár, Zdeněk;
559;0-201-70331-9;PostgreSQL : introduction and concepts;461;2001;Boston, MA;Addison-Wesley;;1;2;Momjian, Bruce;
560;80-7226-954-2;PostgreSQL : praktický průvodce;402;2003;Brno;Computer Press;1;1;1;Momjian, Bruce;
561;80-7226-238-6;Proč mapy lžou;13;2000;Praha;Computer Press;1;1;1;Monmonier, Mark;
562;0-596-00396-X;ActionScript for Flash MX : the definitive guide;1051;2002;Beijing;O\'Reilly Media, Inc.;2;1;2;Moock, Colin;
566;80-85896-46-X;Microsoft Schedule + : Základní průvodce uživatele;6;1996;Praha;Computer Press;1;1;1;Morkes, David;
568;80-85896-92-3;Visual Basic 4.0 - učebnice pros střední školy;168;1997;Praha;Computer;1;1;1;Morkes, David;Učebnice pro střední školy
569;80-251-0371-4;Naučte se programovat počítačovou hru za 24 hodin;421;2004;Brno;Computer Press;1;1;1;Morrison, Michael;
572;80-901475-8-5;Distribuované systémy : Výpočty v sítích;178;1997;Veletiny;SCIENCE;1;1;1;Motyčková, Lenka;
574;80-7226-470-2;Osobní počítač : Nejpodrobnější průvodce hardwarem PC;32;2001;Praha;Computer Press;1;1;1;Mueller, Scott;
576;0-937175-83-8;X Window System Administrator\'s Guide forX Version 11: Volume Eight;24;1993;Sebastopol, CA;O\'Reilly Media, Inc.;;1;2;Mui, Linda -- Pearce, Eric;
577;1-55860-515-0;Database Design for Smarties : Using UML for Data Modeling;17;1999;San Francisco, CA;Morgan Kaufmann Publishers;;1;1;Muller, Robert J.;
579;80-85896-18-4;Encyklopedie grafických formátů: Součástí knihy je CD-ROM;28;1995;Praha;Computer Press;1;1;1;Murray, James D. -- Ryper, William van;
580;80-7226-407-9;HTML a XHTML : kompletní průvodce;623;2000;Praha;Computer Press;;1;1;Musciano, Chuck -- Kennedy, Bill;
581;80-251-0890-2;Fotografujeme krajinu;157;2005;Brno;Computer Press;1;1;1;Myška, Miroslav;Edice digitální fotografie
585;80-251-1073-7;Vytváříme webové aplikace v PHP5, MySQL a Apache;813;2006;Brno;Computer Press;1;1;1;Naramore, Elizabeth a kol.;
586;;OpenOffice.org Calc;128;2007;Kralice na Hané;Computer Media;1;1;1;Navrátil, Pavel -- Jiříček, Michal;
587;0-201-71159-1;Artficial Intelligence : A Guide to Intelligent Systems;14;2002;Harlow;Addison-Wesley;1;1;2;Negnevitsky, Michael;
588;80-7226-919-4;Linux : kompletní příručka administrátora;828;2004;Brno;Computer Press;1;1;1;Nemeth, Evi -- Snyder, Garth;Administrace
590;0-87070-381-1;The history of photography : from 1839 to the present;319;1982;New York, N.Y.;"Museum of Modern Art ;";;1;2;Newhall, Beaumont;
593;80-86497-27-5;Web. Design;382;2002;Praha;Soft Press;1;1;1;Nielsen, Jakob;
594;3-446-17276-9;Informatik I : Einführung in Algorithmen und Berechenbarkeit;153;1993;München;Carl Hansen Verlag;2;1;2;Noltenmeier, Hartmut;
595;3-446-15508-2;Informatik II : Einführung in Rechnerstrukturen und Programmierung;219;1993;München;Carl Hansen Verlag;2;1;2;Noltenmeier, Hartmut -- Laue, Reinhard;
599;80-85424-95-9;Neuronové sítě a informační systémy živých organismů;265;1993;Praha;Grada;1;1;1;Novák, Mirko -- Faber, Josef;
601;80-247-1094-3;Business Intelligence: jak využít bohatství ve vašich datech;254;2005;Praha;Grada;1;1;1;Novotný, Ota -- Pour, Jan;Management v informační společnosti
614;1-58720-122-4;Routing first-step;414;2005;Indianapolis, IN;Cisco Press;;1;2;Parkhurst, William R;First-step series
615;80-7226-636-5;Testování softwaru;313;2002;Praha;Computer Press;1;1;1;Patton, Ron;Programování pro každého uživatele
617;0-596-00355-2;XSL-FO;263;2002;Sebastopol, CA;O\'Reilly Media, Inc.;;1;2;Pawson, Dave;
618;80-7226-605-5;Naučte se ASP. NET za 21 dní;22;2002;Praha;Computer Press;1;1;1;Payne, Chris;
619;80-856-05-42-2;Macmillanův slovník moderní ekonomie;549;1994;Praha;Victoria Publishing;;1;1;Pearce, David W.;
621;80-247-0941-4;Myslíme objektově v jazyku Java 5.0;601;2004;Praha;Grada;1;1;1;Pecinovský, Rudolf;Myslíme v--
622;978-80-251-1582-4;Návrhové vzory : [33 vzorových postupů pro objektové programování];527;2007;Brno;Computer Press;1;1;1;Pecinovský, Rudolf;
623;80-7169-366-9;Objektové programování 1 : Učebnice s příklady v Turbo Pascalu a Borland C++;228;1996;Praha;Grada;1;1;1;Pecinovský, Rudolf -- Virius, Miroslav;
624;80-7169-366-9;Objektové programování 2 : Učebnice s příklady v Turbo Pascalu a Borland C++;261;1996;Praha;Grada;1;1;1;Pecinovský, Rudolf -- Virius, Miroslav;
627;0-8493-0880-1;Information security risk analysis;281;2001;Boca Raton;Auerbach;;1;2;Peltier, Thomas R.;
629;80-7169-415-0;Java : Tvorba dokonalých WWW stránek;327;1996;Praha;Grada;1;1;1;Perry, Paul J.;
632;80-7226-206-8;Programování ve Windows : WIN32 API;23;1999;Brno;Computer Press;1;1;1;Petzold, Charles;
636;80-903210-8-9;Mistrovství práce s DSLR : vše, co jste chtěli vědět o digitální zrcadlovce a nikdo vám to neuměl vysvětlit;230;2006;Praha;IDIF;1;1;1;Pihan, Roman;
637;80-7169-799-0;Počítačové zkratky : Kompletní kapesní průvodce;233;1999;Praha;Grada;1;1;1;Pilař, Alexander;
638;0-596-00795-7;UML 2. 0 in a nutshell : [a desktop quick reference ];216;2005;Sebastopol, CA;O\'Reilly Media, Inc.;1;1;2;Pilone, Dan;
641;80-7232-145-5;Síťové programování pod Windows a programování Internetu;357;2001;České Budějovice;Kopp;1;1;1;Pirkl, Josef;
643;80-85649-28-4;Access 2.0 : Průvodce systémem;316;1995;Praha;GComp;;1;1;Plecháč, Vladimír;
644;80-85649-34-9;Access 2.0 : Tipy, triky v příkladech;254;1995;Praha;GComp;;1;1;Plecháč, Vladimír -- Hernady, Robert;
646;80-7300-173-X;Budování úspěšného firemního webu : strategie, tvorba, propagace;127;2005;Praha;BEN - technická literatura;1;1;1;Plotěný, Luboš;
648;80-01-02789-9;Databázové systémy;148;2003;Praha;Vydavatelství ČVUT;2;1;1;Pokorný, Jaroslav -- Halaška, Ivan;
652;80-01-02898-4;Konstrukce databázových systémů;166;2004;Praha;Vydavatelství ČVUT;2;1;1;Pokorný, Jaroslav;
653;80-85649-15-2;FoxPro 2.5 : Učebnice programování DOS;285;1995;Praha;GComp;1;1;1;Pokrupa, Petr;GComp
654;80-85424-36-3;Prolog;335;1992;Praha;Grada;;1;1;Polák, Jiří;Nestůjte za dveřmi
663;80-7261-126-7;Budoucnost konkurence : spoluvytváření jedinečné hodnoty se zákazníkem;277;2005;Praha;Management Press;1;1;1;Prahalad, C. K. -- Ramaswamy, Venkatram;Knihovna světového managementu
664;978-80-251-1749-1;Mistrovství v C++;1119;2007;Brno;Computer Press;3;1;1;Prata, Stephen;
666;80-7226-682-9;Počítačový útok : detekce, obrana a okamžitá náprava;410;2002;Praha;Computer Press;1;1;1;Prosise, Chris -- Mandia, Kevin;Profi - komunikace&sítě
669;80-85896-21-4;Novell Netware 3.x a 4.x : Kompletní průvodce;494;1995;Praha;Computer Press;1;1;1;Přichystal, Oldřich;
670;80-200-0203-0;Komunikace s počítačem mluvenou řečí;287;1995;Praha;Academia;1;1;1;Psutka, Josef;
671;;Algoritmizace;128;2007;Kralice na Hané;Computer Media;1;1;1;Pšenčíková, Jana;
678;0-596-00205-X;Perl & XML;202;2002;Sebastopol, CA;O\'Reilly Media, Inc.;;1;2;Ray, Erik T. -- McIntosh, Jason;
680;80-85896-29-X;Corel Ventura 5.0 : Podrobná uživatelská příručka;8;1996;Praha;Computer Press;1;1;1;Rázus, Michal;
681;0-12-585263-0;High dynamic range imaging : acquisition, display, and image-based lighting;502;2006;San Francisco, CA;Elsevier;;1;2;Reinhard, Erik a kol.;
682;0-7645-3656-7;Flash MX bible;1270;2002;Indianapolis, IN;Wiley Publishing;1;1;2;Reinhardt, Robert -- Dowd, Snow;
683;80-7169-216-6;PowerPoint 4.0 : Snadno a dobře;167;1995;Praha;Grada;1;1;1;Renda, Miroslav -- Mareček, Martin;
684;978-80-251-1824-5;JavaScript a Ajax : moerní programování webových aplikací;360;2007;Brno;Computer Press;1;1;1;Resig, John;
685;0-13-488172-9;The Art of Electronic Publishing : The Internet and Beyond;17;1997;Upper Saddle River, N.J.;Prentice Hall Inc.;;1;2;Ressler, Sandy;
686;1-55860-588-6;Spatial databases : with application to GIS;410;2002;San Francisco, CA;Morgan Kaufmann Publishers;;1;2;Rigaux, Philippe -- Scholl, Michel O.;The Morgan Kaufmann series in data management systems
687;80-85896-89-3;Windows pro pokročilé a experty: Architektura 32bitových systémů Windows 95 aWindows NT;33;1997;Praha;Computer Press;1;1;1;Richter, Jeffrey;
688;80-7226-360-9;Vytváříme relační databázové aplikace;280;2000;Praha;Computer Press;1;1;1;Riordan, Rebecca M.;Databáze
690;0-12-593115-8;Object-oriented neural networks in C++;310;1997;San Diego, CA;Academic Press;;1;2;Rogers, Joey;
693;80-7226-218-1;Řízení projektů : příprava a plánování, zahájení, výběr lidí a jejich řízení, kontrola a změny, vyhodnocení a ukončení;344;2000;Praha;Computer Press;1;1;1;Rosenau, Milton D.;Business books
697;0-941049-03-5;The business rule book : classifying, defining and modeling rules;394;1997;Boston, MA;Database Research Group;2;1;2;Ross, Ronald G;
699;978-80-251-1544-2;Windows Vista : rychle hotovo! : [názorný průvodce všemi běžnými činnostmi];224;2007;Brno;Computer Press;1;1;1;Roubal, Pavel;Rychle hotovo!
700;80-7226-577-6;Data Mining: praktický průvodce dolování dat pro efektivní prodej, cílený marketinga podporu zákazníků (CRM);329;2001;Praha;Computer Press;1;1;1;Rud, Olivia Parr;Rychle a jistě
702;0-201-30998-X;The Unified Modeling Language Reference Manual;17;1999;Reading, MA;Addison-Wesley;1;1;2;Rumbaugh, James -- Jacobson, Ivar;
714;0-07-054554-5;Secure UNIX;14;1997;New York, N.Y.;Mc Graw-Hill Book Company;;1;2;Samalin, Samuel;
715;0-07-054877-3;Macroeconomics : A Version of Economics;573;1989;New York, N.Y.;Mc Graw-Hill Book Company;1;1;2;Samuelson, Paul A. -- Nordhaus, William D.;
716;0-07-054878-1;Microeconomics : A Version of Economics;658;1989;New York, N.Y.;Mc Graw-Hill Book Company;1;1;2;Samuelson, Paul A. -- Nordhaus, William D.;
718;80-902230-0-1;Linux - Internet server;413;1996;Praha;Neocortex;;1;1;Satrapa, Pavel -- Randus, Jiří A.;
720;80-86330-02-8;Perl pro zelenáče;224;2000;Praha;Neocortex;2;1;1;Satrapa, Pavel;
723;0-471-02556-9;Coping with chaos : analysis of chaotic data and the exploitation of chaotic systems;418;1994;New York, N.Y.;Wiley Publishing;;1;2;Sauer, Tim;Wiley series in nonlinear science
725;80-7226-769-8;Hacking bez tajemství: webové aplikace;328;2003;Praha;Computer Press;1;1;1;Scambray, Joel -- Shema, Mike;
728;978-80-86815-93-0;Nová pravidla marketingu a PR : naučte se využívat vydávání zpráv, blogy, podcasty, virální marketing a online média pro přímé oslovení zákazníků;272;2008;Brno;Zoner Press;1;1;1;Scott, David Meerman;Encyklopedie Zoner Press
729;80-247-0081-6;B2B Internetová tržiště : Revoluce v obchodování mezi firmami;187;2001;Praha;Grada;1;1;1;Scully, Arthur B. -- Woods, W.William A.;
730;80-7300-195-0;E-komerce, internetový a mobil marketing od A do Z;351;2006;Praha;BEN - technická literatura;1;1;1;Sedláček, Jiří;
731;80-7277-078-6;Mapy Čech, Moravy a Slezska v zrcadle staletí;263;2001;Praha;Libri;1;1;1;Semotanová, Eva;
735;80-86497-16-X;Nauč se sám C;620;2001;Praha;Soft Press;;1;1;Schildt, Herbert;Poznej - vyzkoušej - používej
736;80-86497-13-5;Nauč se sám C++;623;2001;Praha;Soft Press;;1;1;Schildt, Herbert;
737;80-86815-14-5;Pokročilé programování v PHP 5;640;2004;Brno;ZONER Press;1;1;1;Schlossnagle, George;Encyklopedie webdesignera
739;80-247-0810-8;Vytváříme hry ve Flashi : podrobný průvodce začínajícího uživatele;202;2004;Praha;Grada;1;1;1;Schneider, Zdeněk -- Jirka, Lukáš;
741;80-85605-87-2;Logistika;301;1994;Praha;Victoria Publishing;1;1;1;Schulte, Christof;
742;1-56592-284-0;Learning Perl;29;1997;Beijing;O\'Reilly Media, Inc.;2;1;2;Schwartz, Randal L. -- Christiansen, Tom;
743;0-596-00132-0;Learning Perl;316;1997;Beijing;O\'Reilly Media, Inc.;3;1;2;Schwartz, Randal L. -- Phoenix, Tom;
746;3-446-15782-4;Relationale Datenbanksysteme;9;1992;München;Carl Hansen Verlag;;1;3;Schwinn, Hans;
747;80-7226-227-0;Linux v kostce;14;1999;Praha;Computer Press;1;1;1;Siever, Ellen;
748;1-56592-286-7;PERL in a Nutshell : A Desktop Quick Reference;18;1999;Beijing;O\'Reilly Media, Inc.;1;1;2;Siever, Ellen -- Spainhour, Stephen;
753;978-80-251-1772-9;Fotomontáže a trikové fotografie ve Photoshopu : [vytváříme obrazy z fotek, fantasy ilustrace a další neobvyklé efekty];160;2007;Brno;Computer Press;1;1;1;Siroň, Michal;
754;978-80-251-2083-5;SEO v PHP : programujeme profesionálně;380;2008;Brno;Computer Press;1;1;1;Sirovich, Jaimie -- Darie, Cristian;Programmer to programmer
755;80-251-0573-3;Logistika : teorie a praxe;315;2005;Brno;CP Books;1;1;1;Sixta, Josef -- Mačát, Václav;Business books
757;80-7179-409-0;Data, informace, znalosti a Internet;507;2001;Praha;C.H. Beck;1;1;1;Sklenák, Vilém a kol.;
758;80-901475-0-X;Principy a problémy operačního systému UNIX;288;1993;Veletiny;SCIENCE;1;1;1;Skočovský, Luděk;
763;80-239-2961-5;Optimalizace pro vyhledávače - SEO : jak zvýšit návštěvnost webu;126;2004;Dubany;Jaroslava Smičková;1;1;1;Smička, Radim;
764;1-85032-277-5;An Introduction to Knowledge Engineering;7;1996;London;International Thomson Computer Press;1;1;2;Smith, Peter;
766;80-7226-190-8;Linux : praktický průvodce;946;1999;Praha;Computer Press;1;1;1;Sobell, Mark G.;
768;80-85828-58-8;Grafické formáty;157;1996;České Budějovice;Kopp;1;1;1;Sobota, Branislav -- Milián, Ján;
771;80-86083-03-9;Tvorba a reengineering objektově orientovaných obchodních procesů;201;1999;Veletiny;SCIENCE;1;1;1;Sokolovský, Peter;
773;80-7226-025-1;Tvorba aplikací v Microsoft Office 97 pomocí jazyka Visual Basic;22;1998;Praha;Computer Press;1;1;1;Solomon, Christine;
777;80-7226-251-3;Webmaster v kostce : Pohotová referenční příručka;16;1999;Praha;Computer Press;1;1;1;Spainhour, Stephen -- Eckstein, Robert;
778;0-201-38600-3;The computer in the visual arts;500;1999;Reading, MA;Addison-Wesley;;1;2;Spalter, Anne Morgan;
779;80-7226-667-5;Java : programujeme profesionálně;1022;2002;Praha;Computer Press;1;1;1;Spell, Brett;
780;0-201-05932-0;Economics : Study Guide;11;1990;Reading, MA;Addison-Wesley;;1;2;Spencer, David E.;
781;0-19-850840-9;Chaos and time-series analysis;507;2003;Oxford;Oxford University Press;;1;2;Sprott, Julien C;
782;1-56592-220-4;Advanced Perl Programming;23;1997;Cambridge, MA;O\'Reilly Media, Inc.;1;1;2;Srinivasan, Sriram;
783;80-7226-079-0;Programování v Perlu pro pokročilé;25;1998;Praha;Computer Press;1;1;1;Srinivasan, Sriram;
784;0-87709-825-5;Principles of Informations Systems : A Managerial Approach;29;1996;Cambridge, MA;Inter.Thompson Publ.Company;2;1;2;Stair, Ralph M.;
785;0-13-869017-0;Cryptography and Network Security: Principles and Practice;17;1998;London;Prentice Hall Inc.;2;1;2;Stallings, William;
786;0-13-571274-2;Data and Computer Communications;18;1997;London;Prentice Hall Inc.;5;1;2;Stallings, William;
787;80-86497-25-9;Správa operačního systému Linux;704;2002;Praha;Soft Press;;1;1;Standfield, Vicki;Craig Hunt Linux Library
789;80-7226-872-4;CSS kaskádové styly : kompletní průvodce;178;2003;Praha;Computer Press;1;1;1;Staníček, Petr;
791;0-201-63346-9;TCP/IP Illustrated, Volume 1 : The Protocols;19;1994;Reading, MA;Addison-Wesley;;1;2;Stevens, Richard W.;Addison-Wesley professional computing series
792;0-201-63495-3;TCP/IP Illustrated, Volume 3 : TCP for Transactions, HTTP, NNTP, and the UNIX Domain Protocols;19;1996;Reading, MA;Addison-Wesley;;1;2;Stevens, W. Richard;Addison-Wesley professional computing series
795;80-901507-4-8;Objektově-relační SŘBD: analýza příští velké vlny;279;2000;Praha;Softwarové aplikace a systémy;;1;1;Stonebraker, Michael -- Brown, Paul;
796;80-7169-813-X;Řízení vztahů se zákazníky: (customer relationshipmanagement);167;2002;Praha;Grada;1;1;1;Storbacka, Kaj -- Lehtinen, Jarmo R.;Expert
799;80-85834-60-X;Základy kvalitativního výzkumu : postupy a techniky metody zakotvené teorie;196;1999;Brno;Sdružení podané ruce;1;1;1;Strauss, Anselm -- Corbinová, Juliet;
