exemplare_id;datum_pujceni;vratit_do;osoby_id;skutecne_vraceno;poznamka;vypujcky_id
10946;05.02.2027;10.02.2027;24;10.02.2027;;12415
11220;07.02.2027;24.02.2027;382;24.02.2027;Zapùjèeno pro bakaláøskou práci;12436
1885;07.02.2027;15.02.2027;460;15.02.2027;;12439
3583;10.02.2027;10.03.2027;202;08.03.2027;k habilitaci;12517
6030;15.02.2027;12.03.2027;334;28.02.2027;už nevím, co jsem si chtìl poznamenat;12569
2364;18.02.2027;17.03.2027;143;07.03.2027;;12643
8355;19.02.2027;10.03.2027;540;05.03.2027;k vìdeckému èlánku;12687
6384;22.02.2027;04.04.2027;182;16.03.2027;;12740
9412;25.02.2027;26.03.2027;52;22.03.2027;;12786
936;28.02.2027;16.03.2027;226;13.03.2027;;12805
9750;28.02.2027;01.03.2027;541;02.03.2027;;12828
3396;28.02.2027;08.04.2027;226;24.03.2027;;12857
1313;03.03.2027;22.03.2027;100;20.03.2027;;12917
5305;04.03.2027;12.03.2027;129;10.03.2027;;12919
9484;07.03.2027;25.03.2027;177;19.03.2027;;12946
2003;07.03.2027;18.03.2027;219;18.03.2027;;12948
2629;11.03.2027;19.03.2027;289;22.03.2027;;13010
789;17.03.2027;29.03.2027;100;31.03.2027;;13131
9183;20.03.2027;02.05.2027;98;15.04.2027;;13176
4221;24.03.2027;05.04.2027;442;05.04.2027;K diplomové práci;13231
5568;25.03.2027;04.04.2027;387;04.04.2027;;13252
4064;26.03.2027;13.04.2027;246;11.04.2027;;13261
11083;26.03.2027;06.04.2027;549;05.04.2027;Pro výzkumné úèely.;13265
7045;26.03.2027;26.04.2027;387;13.04.2027;;13273
9914;30.03.2027;19.04.2027;204;15.04.2027;;13305
3539;31.03.2027;08.04.2027;364;07.04.2027;;13319
1455;01.04.2027;24.04.2027;229;19.04.2027;;13326
10305;01.04.2027;06.04.2027;300;05.04.2027;;13331
3242;05.04.2027;14.04.2027;495;11.04.2027;už nevím, co jsem si chtìl poznamenat;13397
1308;06.04.2027;13.05.2027;138;04.05.2027;Pokud ji nevrátí v termínu, nedostane zápoèet.;13424
9285;08.04.2027;25.04.2027;50;21.04.2027;;13460
3664;12.04.2027;18.04.2027;489;16.04.2027;;13510
8166;13.04.2027;25.04.2027;93;19.04.2027;;13526
4625;13.04.2027;19.05.2027;170;07.05.2027;studijní materiál;13532
6171;15.04.2027;01.06.2027;442;13.05.2027;;13569
8861;18.04.2027;09.05.2027;213;30.04.2027;do výuky;13612
1790;19.04.2027;08.05.2027;395;08.05.2027;;13617
7363;19.04.2027;23.04.2027;283;23.04.2027;;13625
3913;20.04.2027;30.04.2027;561;26.04.2027;;13644
3242;24.04.2027;08.06.2027;356;17.05.2027;Zapùjèeno pro bakaláøskou práci;13699
6384;24.04.2027;13.05.2027;96;06.05.2027;;13716
1559;26.04.2027;06.05.2027;226;05.05.2027;do výuky;13760
1992;01.05.2027;10.05.2027;272;13.05.2027;;13823
1352;03.05.2027;11.05.2027;473;09.05.2027;;13850
9920;04.05.2027;04.06.2027;382;25.05.2027;;13882
7264;07.05.2027;21.05.2027;481;18.05.2027;;13916
10383;07.05.2027;19.05.2027;16;16.05.2027;;13927
2300;10.05.2027;21.05.2027;515;19.05.2027;;13988
5027;14.05.2027;08.06.2027;264;03.06.2027;;14063
11335;18.05.2027;15.06.2027;369;29.05.2027;;14122
3021;19.05.2027;21.06.2027;378;04.06.2027;;14147
2025;19.05.2027;04.06.2027;367;03.06.2027;;14154
1601;19.05.2027;01.07.2027;295;13.06.2027;;14159
7053;24.05.2027;05.06.2027;563;04.06.2027;;14226
1537;28.05.2027;09.07.2027;566;04.07.2027;;14286
5931;01.06.2027;27.06.2027;139;15.06.2027;;14308
8608;02.06.2027;03.07.2027;197;22.06.2027;;14316
4064;02.06.2027;15.06.2027;227;07.06.2027;;14328
6723;02.06.2027;05.06.2027;472;06.06.2027;;14331
936;03.06.2027;24.06.2027;566;18.06.2027;;14339
10941;05.06.2027;12.07.2027;396;20.06.2027;;14373
8964;07.06.2027;25.06.2027;156;24.06.2027;;14402
2109;15.06.2027;05.07.2027;11;02.07.2027;;14509
1559;16.06.2027;25.06.2027;145;24.06.2027;Zapùjèeno pro bakaláøskou práci;14518
10747;17.06.2027;19.06.2027;170;20.06.2027;do výuky;14540
2421;18.06.2027;16.07.2027;471;02.07.2027;;14555
10100;18.06.2027;10.07.2027;253;30.06.2027;;14558
6083;22.06.2027;15.07.2027;112;09.07.2027;;14614
2700;26.06.2027;11.08.2027;107;22.07.2027;Zapùjèeno pro bakaláøskou práci;14668
5246;26.06.2027;14.07.2027;44;05.07.2027;do výuky;14681
1302;27.06.2027;05.07.2027;336;05.07.2027;studijní materiál;14696
9814;30.06.2027;22.07.2027;356;15.07.2027;;14718
1790;03.07.2027;12.07.2027;274;10.07.2027;;14770
7005;03.07.2027;26.07.2027;323;18.07.2027;Pokud ji nevrátí v termínu, nedostane zápoèet.;14776
3177;04.07.2027;27.07.2027;131;17.07.2027;k diplomce;14782
9231;04.07.2027;08.07.2027;209;07.07.2027;;14789
6030;13.07.2027;27.07.2027;491;26.07.2027;;14950
10971;14.07.2027;29.08.2027;71;23.08.2027;;14972
8712;14.07.2027;30.07.2027;561;27.07.2027;;14977
9665;16.07.2027;24.07.2027;113;24.07.2027;;15020
10133;24.07.2027;03.08.2027;247;30.07.2027;;15118
9430;24.07.2027;15.08.2027;159;03.08.2027;;15136
5489;24.07.2027;16.08.2027;536;10.08.2027;;15137
7806;24.07.2027;10.08.2027;557;03.08.2027;;15144
1042;24.07.2027;27.07.2027;276;28.07.2027;;15147
1992;25.07.2027;12.08.2027;541;06.08.2027;Ruèí za ni vlastní hlavou.;15156
10014;26.07.2027;30.08.2027;337;21.08.2027;;15157
11310;28.07.2027;18.08.2027;104;12.08.2027;Pro výzkumné úèely.;15200
8330;01.08.2027;07.08.2027;65;08.08.2027;;15247
274;03.08.2027;02.09.2027;321;23.08.2027;;15299
383;13.08.2027;31.08.2027;392;23.08.2027;;15446
9943;14.08.2027;08.09.2027;14;09.09.2027;;15451
684;20.08.2027;10.09.2027;559;31.08.2027;;15569
6619;31.08.2027;20.09.2027;412;16.09.2027;Nepsát e-mail, rovnou volat.;15770
9994;01.09.2027;03.10.2027;234;24.09.2027;;15773
6804;02.09.2027;01.10.2027;91;30.09.2027;;15784
9944;07.09.2027;24.10.2027;439;05.10.2027;;15873
2457;08.09.2027;07.10.2027;2;04.10.2027;;15881
10898;11.09.2027;29.09.2027;442;18.09.2027;;15946
8319;12.09.2027;30.09.2027;230;25.09.2027;;15950
575;15.09.2027;01.10.2027;501;01.10.2027;;16007
7535;16.09.2027;25.09.2027;496;23.09.2027;Pro výzkumné úèely.;16034
4030;21.09.2027;30.09.2027;434;29.09.2027;K diplomové práci;16106
1721;27.09.2027;14.10.2027;364;04.10.2027;do výuky;16175
10287;04.10.2027;13.10.2027;510;11.10.2027;;16304
10420;06.10.2027;26.10.2027;469;22.10.2027;;16336
2870;06.10.2027;03.11.2027;519;24.10.2027;;16343
6710;09.10.2027;05.11.2027;385;19.10.2027;;16393
4416;14.10.2027;06.11.2027;447;22.10.2027;Pro BP;16475
11941;14.10.2027;09.11.2027;307;26.10.2027;;16482
9898;14.10.2027;04.11.2027;67;02.11.2027;;16485
2658;17.10.2027;24.10.2027;337;23.10.2027;;16539
11971;19.10.2027;21.10.2027;413;22.10.2027;pohlídat si vèasné vrácení;16573
7868;19.10.2027;14.11.2027;144;08.11.2027;;16574
6290;19.10.2027;06.12.2027;180;25.11.2027;Nepsát e-mail, rovnou volat.;16581
4697;21.10.2027;12.11.2027;117;07.11.2027;;16603
213;27.10.2027;12.12.2027;430;28.11.2027;;16694
6190;28.10.2027;21.11.2027;334;11.11.2027;;16743
2482;04.11.2027;05.12.2027;396;21.11.2027;;16812
4513;05.11.2027;07.11.2027;247;08.11.2027;;16817
1865;05.11.2027;21.11.2027;540;22.11.2027;K diplomové práci;16819
9944;08.11.2027;11.12.2027;327;04.12.2027;;16855
1790;08.11.2027;08.12.2027;226;30.11.2027;do výuky;16857
2989;08.11.2027;17.12.2027;336;28.11.2027;k projektu;16860
880;11.11.2027;24.12.2027;125;12.12.2027;;16906
4451;11.11.2027;25.12.2027;197;21.12.2027;;16923
10557;13.11.2027;19.11.2027;421;15.11.2027;;16946
9694;19.11.2027;29.12.2027;213;21.12.2027;;17042
11169;19.11.2027;12.12.2027;450;10.12.2027;Pokud ji nevrátí v termínu, nedostane zápoèet.;17058
2883;23.11.2027;22.12.2027;71;19.12.2027;;17122
5075;23.11.2027;05.12.2027;565;01.12.2027;Zapùjèeno pro bakaláøskou práci;17138
9805;26.11.2027;15.12.2027;284;10.12.2027;;17181
2227;27.11.2027;11.12.2027;276;12.12.2027;;17188
11283;27.11.2027;25.12.2027;230;18.12.2027;studijní materiál;17189
2076;30.11.2027;02.01.2028;469;19.12.2027;k vìdeckému èlánku;17264
210;01.12.2027;05.01.2028;270;28.12.2027;;17269
4956;02.12.2027;23.12.2027;264;21.12.2027;Pro výzkumné úèely.;17272
9880;03.12.2027;19.01.2028;472;09.01.2028;;17316
6945;10.12.2027;03.01.2028;9;22.12.2027;;17459
10383;10.12.2027;13.12.2027;72;14.12.2027;;17462
7991;10.12.2027;14.01.2028;107;05.01.2028;Pro BP;17463
3992;10.12.2027;09.01.2028;415;02.01.2028;;17466
11048;14.12.2027;01.01.2028;207;26.12.2027;;17512
8368;15.12.2027;21.12.2027;452;20.12.2027;;17533
8485;15.12.2027;25.01.2028;184;20.01.2028;;17540
10033;15.12.2027;21.01.2028;549;05.01.2028;;17546
3806;15.12.2027;19.01.2028;202;28.12.2027;;17555
8087;16.12.2027;06.01.2028;313;02.01.2028;do výuky;17572
10800;16.12.2027;05.01.2028;259;04.01.2028;;17577
3860;19.12.2027;28.12.2027;191;28.12.2027;;17623
2146;20.12.2027;03.01.2028;152;28.12.2027;K diplomové práci;17661
6758;21.12.2027;14.01.2028;551;16.01.2028;;17679
4234;25.12.2027;20.01.2028;94;12.01.2028;k vìdeckému èlánku;17754
5619;29.12.2027;10.01.2028;403;09.01.2028;;17814
2357;01.01.2028;23.01.2028;27;15.01.2028;;17831
10287;02.01.2028;27.01.2028;207;23.01.2028;;17849
8535;04.01.2028;16.01.2028;136;16.01.2028;k projektu;17877
1179;05.01.2028;22.01.2028;323;20.01.2028;;17904
3396;05.01.2028;15.01.2028;143;15.01.2028;;17917
10397;11.01.2028;18.01.2028;386;21.01.2028;;18027
8205;12.01.2028;23.02.2028;573;10.02.2028;;18045
2870;12.01.2028;07.02.2028;519;29.01.2028;Pro BP;18048
10707;13.01.2028;19.01.2028;131;17.01.2028;;18075
1380;13.01.2028;15.01.2028;234;16.01.2028;;18078
833;17.01.2028;21.01.2028;423;21.01.2028;Pro disertaci;18093
3908;19.01.2028;05.02.2028;441;26.01.2028;k vìdeckému èlánku;18127
3516;23.01.2028;17.02.2028;566;11.02.2028;;18159
974;26.01.2028;21.02.2028;213;11.02.2028;k diplomce;18227
4270;28.01.2028;09.02.2028;28;09.02.2028;;18253
10652;29.01.2028;03.03.2028;112;19.02.2028;;18267
4739;03.02.2028;14.03.2028;334;27.02.2028;Ruèí za ni vlastní hlavou.;18351
5645;07.02.2028;20.02.2028;457;13.02.2028;;18412
4266;07.02.2028;18.02.2028;479;15.02.2028;;18413
4601;14.02.2028;27.03.2028;115;10.03.2028;;18497
11627;15.02.2028;19.02.2028;337;20.02.2028;;18528
3202;16.02.2028;15.03.2028;283;07.03.2028;;18539
1586;18.02.2028;21.02.2028;311;22.02.2028;;18581
10776;19.02.2028;15.03.2028;563;06.03.2028;;18584
7508;20.02.2028;26.02.2028;65;26.02.2028;;18627
4758;20.02.2028;07.04.2028;264;21.03.2028;;18632
6074;22.02.2028;28.02.2028;247;28.02.2028;;18651
9681;25.02.2028;02.04.2028;550;28.03.2028;;18700
4125;26.02.2028;03.03.2028;28;02.03.2028;Pro BP;18714
7935;29.02.2028;16.03.2028;400;12.03.2028;k diplomce;18765
9129;29.02.2028;03.04.2028;323;20.03.2028;;18787
1582;01.03.2028;05.03.2028;204;06.03.2028;;18808
5246;05.03.2028;19.03.2028;220;14.03.2028;;18850
11750;07.03.2028;11.03.2028;478;11.03.2028;;18893
4127;07.03.2028;29.03.2028;52;26.03.2028;;18901
3360;08.03.2028;05.04.2028;336;31.03.2028;;18924
3163;10.03.2028;06.04.2028;112;26.03.2028;;18976
1273;11.03.2028;18.03.2028;136;18.03.2028;;18984
8964;16.03.2028;18.04.2028;412;05.04.2028;;19076
11534;23.03.2028;28.03.2028;452;29.03.2028;k habilitaci;19202
11740;24.03.2028;22.04.2028;202;13.04.2028;;19221
9672;25.03.2028;27.04.2028;145;19.04.2028;;19229
1273;28.03.2028;21.04.2028;355;06.04.2028;;19273
833;29.03.2028;04.04.2028;96;03.04.2028;;19305
1104;29.03.2028;07.04.2028;138;07.04.2028;už nevím, co jsem si chtìl poznamenat;19325
2666;29.03.2028;20.04.2028;204;19.04.2028;;19328
3927;31.03.2028;16.05.2028;67;28.04.2028;;19347
9556;03.04.2028;21.04.2028;144;24.04.2028;Zapùjèeno pro bakaláøskou práci;19391
11473;07.04.2028;01.05.2028;321;26.04.2028;;19453
62;08.04.2028;17.04.2028;88;18.04.2028;;19459
2462;08.04.2028;01.05.2028;253;24.04.2028;;19466
887;08.04.2028;17.04.2028;274;18.04.2028;;19473
8502;09.04.2028;17.04.2028;401;16.04.2028;;19502
6347;13.04.2028;27.05.2028;234;25.05.2028;k diplomce;19547
3509;13.04.2028;15.04.2028;96;16.04.2028;;19557
1179;15.04.2028;07.05.2028;289;29.04.2028;pohlídat si vèasné vrácení;19616
1380;15.04.2028;19.05.2028;510;10.05.2028;Urèeno pro seminární práci.;19625
2830;22.04.2028;12.05.2028;330;29.04.2028;;19720
6190;22.04.2028;30.04.2028;2;30.04.2028;už nevím, co jsem si chtìl poznamenat;19724
9582;22.04.2028;15.05.2028;312;12.05.2028;;19727
10905;28.04.2028;07.05.2028;503;09.05.2028;;19805
8502;30.04.2028;01.06.2028;34;25.05.2028;;19841
6804;01.05.2028;14.06.2028;117;29.05.2028;;19845
6149;02.05.2028;18.05.2028;246;20.05.2028;;19870
1273;03.05.2028;03.06.2028;117;29.05.2028;;19887
11106;04.05.2028;02.06.2028;477;26.05.2028;Pro výzkumné úèely.;19906
11169;09.05.2028;29.05.2028;46;25.05.2028;;20014
775;09.05.2028;05.06.2028;408;30.05.2028;;20019
11543;11.05.2028;29.05.2028;209;26.05.2028;;20061
5153;15.05.2028;02.06.2028;515;30.05.2028;;20122
10847;18.05.2028;20.05.2028;385;21.05.2028;;20164
11283;18.05.2028;19.06.2028;93;09.06.2028;;20165
9621;19.05.2028;30.05.2028;541;26.05.2028;;20178
8142;20.05.2028;05.06.2028;531;26.05.2028;;20203
11338;24.05.2028;21.06.2028;113;15.06.2028;;20244
8729;24.05.2028;17.06.2028;445;05.06.2028;Pro BP;20249
9299;26.05.2028;09.06.2028;277;09.06.2028;;20258
6663;03.06.2028;21.06.2028;270;16.06.2028;;20344
468;09.06.2028;25.06.2028;437;28.06.2028;;20442
62;12.06.2028;04.07.2028;165;30.06.2028;k vìdeckému èlánku;20522
8832;13.06.2028;28.07.2028;440;10.07.2028;;20523
11487;20.06.2028;07.07.2028;287;28.06.2028;;20625
10103;21.06.2028;14.07.2028;159;03.07.2028;;20640
1861;21.06.2028;08.07.2028;415;08.07.2028;;20641
4867;23.06.2028;30.06.2028;46;30.06.2028;;20653
4585;27.06.2028;06.08.2028;408;16.07.2028;;20703
5284;29.06.2028;08.07.2028;306;06.07.2028;;20729
3471;29.06.2028;08.07.2028;238;09.07.2028;;20730
84;01.07.2028;12.08.2028;550;29.07.2028;;20775
2338;02.07.2028;15.07.2028;146;12.07.2028;Pokud ji nevrátí v termínu, nedostane zápoèet.;20795
6109;03.07.2028;14.07.2028;86;11.07.2028;Pro výzkumné úèely.;20809
6675;10.07.2028;15.07.2028;374;16.07.2028;;20866
11879;12.07.2028;08.08.2028;117;30.07.2028;;20893
7954;17.07.2028;09.08.2028;440;07.08.2028;;20957
11740;17.07.2028;04.09.2028;71;22.08.2028;;20960
8299;20.07.2028;07.08.2028;293;05.08.2028;;21016
8805;25.07.2028;03.08.2028;112;30.07.2028;;21062
5338;25.07.2028;24.08.2028;287;19.08.2028;;21075
4610;25.07.2028;05.08.2028;393;29.07.2028;;21080
2423;27.07.2028;13.08.2028;356;15.08.2028;už nevím, co jsem si chtìl poznamenat;21109
1753;27.07.2028;19.08.2028;460;11.08.2028;;21112
9183;30.07.2028;15.08.2028;491;14.08.2028;;21159
2671;01.08.2028;24.08.2028;142;18.08.2028;už nevím, co jsem si chtìl poznamenat;21189
1889;02.08.2028;12.08.2028;460;13.08.2028;;21194
11338;03.08.2028;02.09.2028;32;18.08.2028;;21206
10784;07.08.2028;18.09.2028;209;25.08.2028;studijní materiál;21286
3122;08.08.2028;17.09.2028;246;09.09.2028;;21305
1943;10.08.2028;26.08.2028;6;18.08.2028;;21343
8401;14.08.2028;20.08.2028;181;22.08.2028;;21399
427;14.08.2028;05.09.2028;99;29.08.2028;;21408
6362;15.08.2028;28.08.2028;21;01.09.2028;;21438
5431;16.08.2028;20.08.2028;557;20.08.2028;;21441
10615;17.08.2028;19.08.2028;113;20.08.2028;;21448
10658;18.08.2028;09.09.2028;440;08.09.2028;Pokud ji nevrátí v termínu, nedostane zápoèet.;21488
10298;19.08.2028;09.09.2028;382;01.09.2028;k projektu;21492
6665;23.08.2028;04.09.2028;287;03.09.2028;;21577
11028;26.08.2028;10.09.2028;201;10.09.2028;;21640
2672;26.08.2028;29.08.2028;320;31.08.2028;do výuky;21654
8087;30.08.2028;18.09.2028;337;11.09.2028;;21697
6382;31.08.2028;06.09.2028;565;05.09.2028;;21719
3819;01.09.2028;03.09.2028;559;03.09.2028;;21731
11169;04.09.2028;10.10.2028;33;27.09.2028;do výuky;21786
4648;06.09.2028;16.09.2028;383;17.09.2028;;21835
6538;07.09.2028;22.09.2028;274;16.09.2028;;21843
2210;07.09.2028;22.09.2028;354;15.09.2028;;21850
2409;07.09.2028;22.09.2028;116;18.09.2028;;21856
1970;07.09.2028;28.09.2028;231;21.09.2028;;21864
974;07.09.2028;09.10.2028;303;23.09.2028;;21867
1443;07.09.2028;27.09.2028;48;25.09.2028;;21875
10995;14.09.2028;18.09.2028;89;19.09.2028;pohlídat si vèasné vrácení;21939
2380;16.09.2028;26.10.2028;36;25.10.2028;pro projekt EU;21991
10531;19.09.2028;20.10.2028;367;03.10.2028;;22024
11093;20.09.2028;05.10.2028;517;01.10.2028;Ruèí za ni vlastní hlavou.;22036
11750;24.09.2028;12.10.2028;125;08.10.2028;;22133
2758;28.09.2028;17.10.2028;14;18.10.2028;;22187
9368;30.09.2028;06.11.2028;311;28.10.2028;;22247
4736;01.10.2028;10.10.2028;542;09.10.2028;;22282
11139;03.10.2028;07.11.2028;292;25.10.2028;;22312
669;04.10.2028;17.10.2028;408;11.10.2028;;22320
4748;04.10.2028;22.10.2028;332;17.10.2028;;22321
6460;05.10.2028;01.11.2028;139;19.10.2028;;22359
11938;05.10.2028;07.10.2028;281;09.10.2028;;22361
11731;06.10.2028;23.10.2028;478;19.10.2028;;22378
6572;07.10.2028;27.11.2028;134;17.11.2028;;22394
6528;08.10.2028;17.10.2028;515;18.10.2028;už nevím, co jsem si chtìl poznamenat;22415
9780;11.10.2028;21.10.2028;238;21.10.2028;k diplomce;22477
8861;12.10.2028;25.10.2028;93;21.10.2028;;22504
3041;13.10.2028;08.11.2028;14;03.11.2028;;22515
1841;14.10.2028;02.11.2028;259;01.11.2028;;22532
1828;15.10.2028;24.10.2028;202;23.10.2028;;22543
7535;18.10.2028;06.11.2028;201;28.10.2028;;22576
3873;19.10.2028;12.11.2028;377;28.10.2028;pro projekt EU;22591
10155;25.10.2028;18.11.2028;557;14.11.2028;Urèeno pro seminární práci.;22688
1192;05.11.2028;29.11.2028;550;01.12.2028;;22788
5907;05.11.2028;29.11.2028;545;18.11.2028;;22794
7969;06.11.2028;28.11.2028;65;21.11.2028;;22804
1302;13.11.2028;30.11.2028;207;28.11.2028;;22907
8805;15.11.2028;23.12.2028;107;13.12.2028;;22956
10430;18.11.2028;29.11.2028;311;01.12.2028;;23012
3257;19.11.2028;12.12.2028;458;10.12.2028;;23019
9345;19.11.2028;28.12.2028;575;22.12.2028;;23034
11140;20.11.2028;13.12.2028;248;14.12.2028;;23055
7649;21.11.2028;08.01.2029;86;21.12.2028;;23080
1559;22.11.2028;16.12.2028;541;16.12.2028;;23109
2962;25.11.2028;04.12.2028;143;05.12.2028;;23146
8981;26.11.2028;08.12.2028;9;08.12.2028;;23170
10784;27.11.2028;10.01.2029;210;25.12.2028;Pro disertaci;23188
11543;29.11.2028;08.12.2028;197;08.12.2028;;23215
8355;29.11.2028;28.12.2028;361;27.12.2028;Urèeno pro seminární práci.;23219
8608;30.11.2028;05.01.2029;16;27.12.2028;;23243
5692;02.12.2028;19.12.2028;116;09.12.2028;pro projekt EU;23291
2109;03.12.2028;23.12.2028;313;18.12.2028;;23316
2349;05.12.2028;23.12.2028;280;16.12.2028;;23337
4176;08.12.2028;28.12.2028;276;03.01.2029;;23370
10014;10.12.2028;26.12.2028;531;22.12.2028;;23404
10219;12.12.2028;08.01.2029;426;05.01.2029;;23443
2694;12.12.2028;14.01.2029;197;05.01.2029;;23454
4030;13.12.2028;25.12.2028;336;21.12.2028;;23483
6663;14.12.2028;10.01.2029;160;05.01.2029;;23491
912;16.12.2028;13.01.2029;374;13.01.2029;;23512
9994;16.12.2028;11.01.2029;303;28.12.2028;;23518
8586;18.12.2028;28.12.2028;210;27.12.2028;;23549
3378;18.12.2028;12.01.2029;110;27.12.2028;;23551
4949;19.12.2028;22.01.2029;421;13.01.2029;;23579
477;26.12.2028;08.01.2029;411;01.01.2029;;23701
4736;28.12.2028;10.01.2029;408;10.01.2029;;23776
11545;28.12.2028;28.01.2029;450;22.01.2029;;23782
5217;01.01.2029;14.02.2029;104;20.01.2029;pro projekt EU;23802
9537;02.01.2029;04.01.2029;11;06.01.2029;;23805
8608;05.01.2029;29.01.2029;93;22.01.2029;;23866
8528;06.01.2029;12.02.2029;275;30.01.2029;;23878
4989;08.01.2029;05.02.2029;156;02.02.2029;;23908
7585;09.01.2029;29.01.2029;94;26.01.2029;Ruèí za ni vlastní hlavou.;23931
2364;12.01.2029;15.02.2029;87;29.01.2029;k vìdeckému èlánku;23959
6208;13.01.2029;29.01.2029;311;24.01.2029;Pro BP;23966
7508;13.01.2029;03.02.2029;457;29.01.2029;;23980
1837;14.01.2029;02.02.2029;148;23.01.2029;;24012
8832;15.01.2029;27.02.2029;165;09.02.2029;;24017
8132;18.01.2029;28.01.2029;265;24.01.2029;Pro BP;24060
2707;19.01.2029;22.01.2029;411;21.01.2029;;24086
5037;21.01.2029;20.02.2029;283;14.02.2029;;24136
2694;24.01.2029;25.02.2029;403;14.02.2029;;24195
6082;26.01.2029;04.03.2029;491;17.02.2029;;24214
7890;26.01.2029;01.02.2029;307;31.01.2029;;24219
2091;27.01.2029;05.02.2029;209;05.02.2029;;24233
8256;29.01.2029;27.02.2029;369;18.02.2029;;24273
8837;29.01.2029;16.02.2029;89;09.02.2029;Pro disertaci;24283
8326;30.01.2029;25.02.2029;188;25.02.2029;Pro výzkumné úèely.;24303
1106;01.02.2029;19.02.2029;494;14.02.2029;Pro výzkumné úèely.;24323
5074;04.02.2029;07.03.2029;463;19.02.2029;;24398
9072;05.02.2029;28.02.2029;180;14.02.2029;;24406
10728;07.02.2029;10.02.2029;392;10.02.2029;;24449
4867;11.02.2029;14.02.2029;324;15.02.2029;;24545
4833;11.02.2029;28.02.2029;33;26.02.2029;;24554
2190;11.02.2029;20.02.2029;78;22.02.2029;;24560
627;11.02.2029;15.02.2029;556;15.02.2029;Ruèí za ni vlastní hlavou.;24564
56;12.02.2029;04.03.2029;460;26.02.2029;;24579
1193;14.02.2029;26.02.2029;364;19.02.2029;;24619
11441;19.02.2029;11.03.2029;320;02.03.2029;Zapùjèeno pro bakaláøskou práci;24702
6030;19.02.2029;06.03.2029;33;05.03.2029;;24704
269;21.02.2029;24.03.2029;191;10.03.2029;;24746
5929;25.02.2029;07.03.2029;563;01.03.2029;Pro výzkumné úèely.;24788
1061;26.02.2029;11.03.2029;96;07.03.2029;;24802
11181;28.02.2029;10.03.2029;115;09.03.2029;Pro výzkumné úèely.;24830
1063;01.03.2029;17.04.2029;282;04.04.2029;;24846
10991;02.03.2029;16.03.2029;9;12.03.2029;;24857
10685;04.03.2029;06.03.2029;530;07.03.2029;;24891
9980;06.03.2029;23.03.2029;426;24.03.2029;;24920
6538;06.03.2029;16.04.2029;563;16.04.2029;;24921
9494;06.03.2029;01.04.2029;406;23.03.2029;;24925
5285;09.03.2029;18.03.2029;468;15.03.2029;;24964
5929;11.03.2029;14.04.2029;452;30.03.2029;;24991
4739;14.03.2029;30.03.2029;189;31.03.2029;;25011
270;18.03.2029;21.03.2029;21;21.03.2029;;25056
11834;18.03.2029;28.03.2029;239;27.03.2029;;25063
3076;20.03.2029;30.04.2029;282;21.04.2029;;25117
4190;21.03.2029;02.04.2029;336;30.03.2029;;25128
6109;21.03.2029;13.04.2029;121;13.04.2029;;25132
9162;21.03.2029;28.03.2029;82;28.03.2029;Urèeno pro seminární práci.;25143
803;25.03.2029;14.04.2029;118;08.04.2029;;25236
826;27.03.2029;15.04.2029;369;02.04.2029;;25297
4911;27.03.2029;21.04.2029;557;14.04.2029;;25299
5784;02.04.2029;10.04.2029;24;08.04.2029;Ruèí za ni vlastní hlavou.;25372
348;03.04.2029;09.04.2029;489;08.04.2029;;25380
427;06.04.2029;08.05.2029;164;01.05.2029;studijní materiál;25424
7628;08.04.2029;10.04.2029;472;11.04.2029;do výuky;25470
10350;09.04.2029;22.04.2029;436;19.04.2029;;25487
7254;09.04.2029;02.05.2029;514;22.04.2029;;25498
7762;11.04.2029;29.04.2029;374;29.04.2029;Ruèí za ni vlastní hlavou.;25518
8342;11.04.2029;19.04.2029;550;17.04.2029;;25532
5073;13.04.2029;18.04.2029;336;19.04.2029;;25573
5180;17.04.2029;26.04.2029;412;27.04.2029;;25635
528;19.04.2029;30.04.2029;36;29.04.2029;;25653
2631;21.04.2029;06.05.2029;287;30.04.2029;Ruèí za ni vlastní hlavou.;25695
3322;22.04.2029;25.04.2029;550;26.04.2029;Pokud ji nevrátí v termínu, nedostane zápoèet.;25710
7628;23.04.2029;03.05.2029;21;30.04.2029;;25724
6929;24.04.2029;05.05.2029;364;01.05.2029;;25730
3664;06.05.2029;29.05.2029;374;25.05.2029;;25887
8822;08.05.2029;11.06.2029;288;27.05.2029;;25913
887;09.05.2029;27.05.2029;486;27.05.2029;;25937
1358;10.05.2029;15.05.2029;330;16.05.2029;;25950
167;12.05.2029;01.06.2029;393;28.05.2029;pohlídat si vèasné vrácení;26005
8711;13.05.2029;09.06.2029;134;05.06.2029;k habilitaci;26028
4307;18.05.2029;09.06.2029;52;01.06.2029;;26110
10290;19.05.2029;03.07.2029;6;26.06.2029;;26124
4534;19.05.2029;10.06.2029;486;30.05.2029;;26129
10027;20.05.2029;25.06.2029;411;08.06.2029;;26147
2916;23.05.2029;09.06.2029;557;05.06.2029;;26178
9556;23.05.2029;22.06.2029;29;18.06.2029;Pro výzkumné úèely.;26180
3020;24.05.2029;28.06.2029;284;18.06.2029;;26199
8729;26.05.2029;20.06.2029;356;10.06.2029;;26225
4112;26.05.2029;13.06.2029;406;02.06.2029;;26226
3745;30.05.2029;20.06.2029;139;14.06.2029;Zapùjèeno pro bakaláøskou práci;26307
